order,product,collection,workspace_id,article_id,title,url,state,created_at,updated_at
1156,Supervisor Portal,Supervisor Portal - Videos,e4gi378c,11460981,How to activate or deactivate user in Supervisor Portal - Video Tutorial,https://oloid.help/en/articles/11460981-how-to-activate-or-deactivate-user-in-supervisor-portal-video-tutorial,published,2025-05-27 04:16:58,2025-05-27 04:19:36
1157,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9673835,Supervisor Portal - How to add CloudKey as credential to users,https://oloid.help/en/articles/9673835-supervisor-portal-how-to-add-cloudkey-as-credential-to-users,published,2024-07-30 07:12:57,2025-05-27 04:13:26
1160,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9669611,Supervisor Portal - How to find face,https://oloid.help/en/articles/9669611-supervisor-portal-how-to-find-face,published,2024-07-29 11:11:04,2025-05-27 04:03:16
1161,Supervisor Portal,Supervisor Portal - Videos,e4gi378c,9902267,How to find face in the Supervisor Portal- Video Tutorial,https://oloid.help/en/articles/9902267-how-to-find-face-in-the-supervisor-portal-video-tutorial,published,2024-09-20 10:57:19,2025-05-27 03:59:59
1163,Supervisor Portal,Supervisor Portal - Accounts and Settings,e4gi378c,11456250,How to reset password in Supervisor Portal,https://oloid.help/en/articles/11456250-how-to-reset-password-in-supervisor-portal,published,2025-05-26 05:43:14,2025-05-26 06:50:16
1167,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9669583,Supervisor Portal - How to onboard face of a single user,https://oloid.help/en/articles/9669583-supervisor-portal-how-to-onboard-face-of-a-single-user,published,2024-07-29 10:59:25,2025-05-23 09:52:14
1168,Supervisor Portal,Supervisor Portal - Videos,e4gi378c,9902262,How to onboard face of a single user in the Supervisor Portal- Video Tutorial,https://oloid.help/en/articles/9902262-how-to-onboard-face-of-a-single-user-in-the-supervisor-portal-video-tutorial,published,2024-09-20 10:55:37,2025-05-23 09:50:10
1169,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9674277,Supervisor Portal - How to add PIN as credential to Users,https://oloid.help/en/articles/9674277-supervisor-portal-how-to-add-pin-as-credential-to-users,published,2024-07-30 09:18:37,2025-05-23 09:44:00
1170,Supervisor Portal,Supervisor Portal - Videos,e4gi378c,9902259,How to add PIN as credential to Users in the Supervisor Portal- Video Tutorial,https://oloid.help/en/articles/9902259-how-to-add-pin-as-credential-to-users-in-the-supervisor-portal-video-tutorial,published,2024-09-20 10:53:46,2025-05-23 09:42:14
1171,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9673945,Supervisor Portal - How to assign NFC/ID as a credential to the user,https://oloid.help/en/articles/9673945-supervisor-portal-how-to-assign-nfc-id-as-a-credential-to-the-user,published,2024-07-30 07:37:24,2025-05-23 09:39:56
1172,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9679401,Supervisor Portal - How to assign Badge ID as credential to Users,https://oloid.help/en/articles/9679401-supervisor-portal-how-to-assign-badge-id-as-credential-to-users,published,2024-07-31 04:21:10,2025-05-23 09:04:44
1173,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9673759,Supervisor Portal - How to invite to add face,https://oloid.help/en/articles/9673759-supervisor-portal-how-to-invite-to-add-face,published,2024-07-30 06:23:47,2025-05-23 08:59:35
1175,Supervisor Portal,Supervisor Portal - Accounts and Settings,e4gi378c,9690901,Supervisor Portal - How to log in to Supervisor Portal,https://oloid.help/en/articles/9690901-supervisor-portal-how-to-log-in-to-supervisor-portal,published,2024-08-02 08:50:51,2025-05-23 08:04:29
1176,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,11401404,How to View and Download User Transaction in Supervisor Portal,https://oloid.help/en/articles/11401404-how-to-view-and-download-user-transaction-in-supervisor-portal,published,2025-05-19 07:04:23,2025-05-23 08:02:11
1177,Supervisor Portal,Supervisor Portal - Create &amp; Manage Shared Credentials,e4gi378c,9684697,Supervisor Portal - How to assign shared credential to multiple users,https://oloid.help/en/articles/9684697-supervisor-portal-how-to-assign-shared-credential-to-multiple-users,published,2024-08-01 05:47:19,2025-05-22 10:59:34
1178,Supervisor Portal,Supervisor Portal - Create &amp; Manage Shared Credentials,e4gi378c,9684618,Supervisor Portal - How to assign shared credential to user,https://oloid.help/en/articles/9684618-supervisor-portal-how-to-assign-shared-credential-to-user,published,2024-08-01 04:49:15,2025-05-22 10:57:07
1179,Supervisor Portal,Supervisor Portal - Create &amp; Manage Shared Credentials,e4gi378c,9684955,Supervisor Portal - How to add credential owners,https://oloid.help/en/articles/9684955-supervisor-portal-how-to-add-credential-owners,published,2024-08-01 07:52:45,2025-05-22 10:54:17
